Running Test: All 0's
0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0

EXPECTED STREAM:
0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 [0] 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 [1] 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 [1] 1 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 [0] 1 0 0 0 0 0 [1] 0 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0 [1] 1 0 1 0 0 0 0 0 [1]

COMPARES  : 201
FAILURES  : 0
STATUS    : PASS
============================================================

Running Test: Random Valid
[CMP 1] EXP=0 ACT=0 PASS
[CMP 2] EXP=1 ACT=1 PASS
[CMP 3] EXP=1 ACT=1 PASS
[CMP 4] EXP=1 ACT=1 PASS
[CMP 5] EXP=1 ACT=1 PASS
[CMP 6] EXP=0 ACT=0 PASS
[CMP 7] EXP=0 ACT=0 PASS
[CMP 8] EXP=0 ACT=0 PASS
[CMP 9] EXP=1 ACT=1 PASS
[CMP 10] EXP=1 ACT=1 PASS
[CMP 11] EXP=1 ACT=1 PASS
[CMP 12] EXP=1 ACT=1 PASS
[CMP 13] EXP=1 ACT=1 PASS
[CMP 14] EXP=0 ACT=0 PASS
[CYCLE 19] Stuffed/output-only cycle. ACT=0
[CMP 15] EXP=0 ACT=0 PASS
[CMP 16] EXP=1 ACT=1 PASS
[CMP 17] EXP=1 ACT=1 PASS
[CMP 18] EXP=1 ACT=1 PASS
[CMP 19] EXP=1 ACT=1 PASS
[CMP 20] EXP=0 ACT=0 PASS
[CMP 21] EXP=1 ACT=1 PASS
[CMP 22] EXP=1 ACT=1 PASS
[CMP 23] EXP=1 ACT=1 PASS
[CMP 24] EXP=0 ACT=0 PASS
[CMP 25] EXP=0 ACT=0 PASS
[CMP 26] EXP=0 ACT=0 PASS
[CMP 27] EXP=1 ACT=1 PASS
[CMP 28] EXP=1 ACT=1 PASS
[CMP 29] EXP=1 ACT=1 PASS
[CMP 30] EXP=1 ACT=1 PASS
[CMP 31] EXP=1 ACT=1 PASS
[CMP 32] EXP=0 ACT=0 PASS
[CMP 33] EXP=1 ACT=1 PASS
[CMP 34] EXP=0 ACT=0 PASS
[CYCLE 56] Stuffed/output-only cycle. ACT=1
[CMP 35] EXP=1 ACT=1 PASS
[CMP 36] EXP=1 ACT=1 PASS
[CMP 37] EXP=0 ACT=0 PASS
[CMP 38] EXP=1 ACT=1 PASS
[CMP 39] EXP=1 ACT=1 PASS
[CMP 40] EXP=1 ACT=1 PASS
[CMP 41] EXP=1 ACT=1 PASS
[CMP 42] EXP=1 ACT=1 PASS
[CYCLE 69] Stuffed/output-only cycle. ACT=0
[CMP 43] EXP=0 ACT=0 PASS
[CMP 44] EXP=1 ACT=1 PASS
[CMP 45] EXP=0 ACT=0 PASS
[CMP 46] EXP=1 ACT=1 PASS
[CMP 47] EXP=1 ACT=1 PASS
[CMP 48] EXP=1 ACT=1 PASS
[CMP 49] EXP=0 ACT=0 PASS
[CMP 50] EXP=1 ACT=1 PASS
[CMP 51] EXP=1 ACT=1 PASS
[CMP 52] EXP=1 ACT=1 PASS
[CMP 53] EXP=0 ACT=0 PASS
[CMP 54] EXP=0 ACT=0 PASS
[CMP 55] EXP=1 ACT=1 PASS
[CMP 56] EXP=0 ACT=0 PASS
[CMP 57] EXP=0 ACT=0 PASS
[CMP 58] EXP=0 ACT=0 PASS
[CMP 59] EXP=0 ACT=0 PASS
[CMP 60] EXP=1 ACT=1 PASS
[CMP 61] EXP=1 ACT=1 PASS
[CMP 62] EXP=0 ACT=0 PASS
[CMP 63] EXP=0 ACT=0 PASS
[CMP 64] EXP=1 ACT=1 PASS
[CMP 65] EXP=0 ACT=0 PASS
[CMP 66] EXP=0 ACT=0 PASS
[CMP 67] EXP=0 ACT=0 PASS
[CMP 68] EXP=1 ACT=1 PASS
[CMP 69] EXP=1 ACT=1 PASS
[CMP 70] EXP=0 ACT=0 PASS
[CMP 71] EXP=0 ACT=0 PASS
[CMP 72] EXP=1 ACT=1 PASS
[CMP 73] EXP=0 ACT=0 PASS
[CMP 74] EXP=0 ACT=0 PASS
[CMP 75] EXP=1 ACT=1 PASS
[CMP 76] EXP=1 ACT=1 PASS
[CMP 77] EXP=0 ACT=0 PASS
[CMP 78] EXP=0 ACT=0 PASS
[CMP 79] EXP=1 ACT=1 PASS
[CMP 80] EXP=0 ACT=0 PASS
[CMP 81] EXP=1 ACT=1 PASS
[CMP 82] EXP=1 ACT=1 PASS
[CMP 83] EXP=1 ACT=1 PASS
[CMP 84] EXP=0 ACT=0 PASS
[CMP 85] EXP=1 ACT=1 PASS
[CMP 86] EXP=1 ACT=1 PASS
[CMP 87] EXP=0 ACT=0 PASS
[CMP 88] EXP=0 ACT=0 PASS
[CMP 89] EXP=0 ACT=0 PASS
[CMP 90] EXP=1 ACT=1 PASS
[CMP 91] EXP=0 ACT=0 PASS
[CMP 92] EXP=0 ACT=0 PASS
[CMP 93] EXP=0 ACT=0 PASS
[CMP 94] EXP=1 ACT=1 PASS
[CMP 95] EXP=1 ACT=1 PASS
[CMP 96] EXP=0 ACT=0 PASS
[CMP 97] EXP=0 ACT=0 PASS
[CMP 98] EXP=0 ACT=0 PASS
[CMP 99] EXP=0 ACT=0 PASS
[CMP 100] EXP=1 ACT=1 PASS
[CMP 101] EXP=1 ACT=1 PASS
[CMP 102] EXP=0 ACT=0 PASS
[CMP 103] EXP=1 ACT=1 PASS
[CMP 104] EXP=1 ACT=1 PASS
[CMP 105] EXP=1 ACT=1 PASS
[CMP 106] EXP=0 ACT=0 PASS
[CMP 107] EXP=0 ACT=0 PASS
[CMP 108] EXP=1 ACT=1 PASS
[CMP 109] EXP=0 ACT=0 PASS
Completed Test: Random Valid


============================================================
TEST      : Random Valid
ACTUAL STREAM:
0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 1 0

EXPECTED STREAM:
0 1 1 1 1 0 0 0 1 1 1 1 1 [0] 0 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 [0] 1 0 1 1 0 1 1 1 1 1 [0] 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 1 0

COMPARES  : 109
FAILURES  : 0
STATUS    : PASS
============================================================

Running Test: Random Reset
[CMP 1] EXP=0 ACT=1 FAIL
[CMP 2] EXP=1 ACT=1 PASS
[CMP 3] EXP=0 ACT=0 PASS
[CMP 4] EXP=1 ACT=0 FAIL
[CMP 5] EXP=1 ACT=0 FAIL
[CMP 6] EXP=0 ACT=1 FAIL
[CMP 7] EXP=1 ACT=1 PASS
[CMP 8] EXP=1 ACT=1 PASS
[CMP 9] EXP=0 ACT=1 FAIL
[CMP 10] EXP=0 ACT=1 FAIL
[CMP 11] EXP=0 ACT=1 FAIL
[CMP 12] EXP=0 ACT=1 FAIL
[CMP 13] EXP=1 ACT=0 FAIL
[CMP 14] EXP=0 ACT=1 FAIL
[CMP 15] EXP=0 ACT=1 FAIL
[CMP 16] EXP=0 ACT=1 FAIL
[CMP 17] EXP=0 ACT=1 FAIL
[CMP 18] EXP=1 ACT=1 PASS
[CMP 19] EXP=0 ACT=1 FAIL
[CMP 20] EXP=1 ACT=0 FAIL
[CMP 21] EXP=1 ACT=0 FAIL
[CMP 22] EXP=1 ACT=1 PASS
[CMP 23] EXP=0 ACT=1 FAIL
[CMP 24] EXP=1 ACT=1 PASS
[CMP 25] EXP=1 ACT=1 PASS
[CMP 26] EXP=0 ACT=0 PASS
[CMP 27] EXP=1 ACT=1 PASS
[CMP 28] EXP=1 ACT=0 FAIL
[CMP 29] EXP=1 ACT=0 FAIL
[CMP 30] EXP=0 ACT=1 FAIL
[CMP 31] EXP=0 ACT=1 FAIL
[CMP 32] EXP=1 ACT=1 PASS
[CMP 33] EXP=1 ACT=1 PASS
[CMP 34] EXP=1 ACT=0 FAIL
[CMP 35] EXP=1 ACT=0 FAIL
[CMP 36] EXP=1 ACT=1 PASS
[CMP 37] EXP=0 ACT=1 FAIL
[CMP 38] EXP=1 ACT=1 PASS
[CMP 39] EXP=1 ACT=1 PASS
[CMP 40] EXP=0 ACT=0 PASS
[CMP 41] EXP=0 ACT=1 FAIL
[CMP 42] EXP=1 ACT=1 PASS
[CMP 43] EXP=1 ACT=0 FAIL
[CMP 44] EXP=1 ACT=1 PASS
[CMP 45] EXP=0 ACT=1 FAIL
[CMP 46] EXP=1 ACT=0 FAIL
[CMP 47] EXP=0 ACT=0 PASS
[CMP 48] EXP=1 ACT=0 FAIL
[CMP 49] EXP=0 ACT=0 PASS
[CMP 50] EXP=0 ACT=1 FAIL
[CMP 51] EXP=1 ACT=1 PASS
[CMP 52] EXP=0 ACT=1 FAIL
[CMP 53] EXP=1 ACT=0 FAIL
[CMP 54] EXP=1 ACT=0 FAIL
Completed Test: Random Reset


============================================================
TEST      : Random Reset
ACTUAL STREAM:
1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 1 1 1 0 0

EXPECTED STREAM:
0 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 [0] 1 1 0 0 1 1 1 0 1 0 1 0 0 1 0 1 1 1

COMPARES  : 54
FAILURES  : 33
STATUS    : FAIL
============================================================

